idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
4059,MA,MA,25,01035, 2,1,0,4,Y, , 5, 1, 67,1300,1300,032988,033188,     2.1,    39.6,   641.182997,0,0, 15,HAMPSHIRE           
4060,MA,MA,25,01035, 2,1,0,2,Y, , 4, 1, 56,2000,2000,032388,032588,     1.2,    23.7,   559.831699,0,0, 15,HAMPSHIRE           
4061,MA,MA,25,01035, 2,0,9,0, , , 2, 1,  2,1400,1400,040488,041188,     0.1,     0.0,   597.856753,0,0, 15,HAMPSHIRE           
4062,MA,MA,25,01035, 2,0,9,0,0, , 5, 1,  4,2115,1330,033188,040488,     1.9,    12.1,   641.182997,0,0, 15,HAMPSHIRE           
4063,MA,MA,25,01038, 2,1,0,4,Y, , 3, 1, 62,2120,2130,033088,040488,     0.4,     0.0,   570.611732,0,0, 15,HAMPSHIRE           
4064,MA,MA,25,01039, 2,1,0,4,Y, , 4, 1, 86,1000,1000,033188,040488,     3.6,     7.8,   559.831699,0,0, 15,HAMPSHIRE           
4065,MA,MA,25,01039, 2,1,0,4,Y, , 3, 1,  3,2130,1830,033088,040488,     1.0,    22.1,   570.611732,0,0, 15,HAMPSHIRE           
4066,MA,MA,25,01050, 2,1,0,4,Y, , 5, 1, 26,1100,1115,031088,031288,     2.9,    10.7,   641.182997,0,0, 15,HAMPSHIRE           
4067,MA,MA,25,01053, 2,1,0,4,Y, , 2, 1,105,1530,1530,033088,040488,     6.3,     8.6,   597.856753,0,0, 15,HAMPSHIRE           
4068,MA,MA,25,01060, 2,1,0,4,Y, , 3, 1, 36,1530,1530,031788,032188,     1.4,    12.6,   570.611732,0,0, 15,HAMPSHIRE           
4069,MA,MA,25,01060, 2,1,0,4,Y, , 5, 1, 50,1415,1415,032788,032988,    14.1,     4.2,   641.182997,0,0, 15,HAMPSHIRE           
4070,MA,MA,25,01060, 2,1,0,4,Y, , 5, 1, 69,1148,2330,032688,032888,     2.9,     8.8,   641.182997,0,0, 15,HAMPSHIRE           
4071,MA,MA,25,01060, 2,1,0,4,Y, , 5, 1, 76,1800,1800,040488,040488,     3.4,    11.6,   641.182997,0,0, 15,HAMPSHIRE           
4072,MA,MA,25,01060, 2,1,0,4,Y, , 5, 1, 89,1900,1900,032188,032388,     1.2,    22.8,   641.182997,1,0, 15,HAMPSHIRE           
4073,MA,MA,25,01060, 2,0,9,0,0, , 4, 1, 89,1200,1200,032788,032988,     0.3,     0.0,   559.831699,0,0, 15,HAMPSHIRE           
4074,MA,MA,25,01060, 2,1,0,7,Y, , 1, 1,102,1300,1300,032888,033088,     0.9,    18.5,   626.564595,0,0, 15,HAMPSHIRE           
4075,MA,MA,25,01060, 2,0,9,0,0, , 5, 1,101,1945,2115,041388,041588,     2.8,     9.8,   641.182997,0,0, 15,HAMPSHIRE           
4076,MA,MA,25,01060, 2,1,0,4,Y, , 1, 1, 11,0900,0900,040488,040488,     1.3,    14.7,   626.564595,0,0, 15,HAMPSHIRE           
4077,MA,MA,25,01073, 2,1,0,4,Y, , 5, 1, 37,0721,0730,031688,031888,     0.4,     0.0,   641.182997,1,0, 15,HAMPSHIRE           
4078,MA,MA,25,01075, 2,1,0,4,Y, , 2, 1, 29,2115,2115,031788,031988,     1.6,    47.6,   597.856753,0,0, 15,HAMPSHIRE           
4079,MA,MA,25,01075, 2,1,0,4,Y, , 4, 1, 35,0915,1315,032188,032488,     1.1,    18.9,   559.831699,0,0, 15,HAMPSHIRE           
4080,MA,MA,25,01075, 2,0,9,0, , , 4, 1, 38,2030,1200,031088,031388,     1.4,    19.1,   628.910680,1,0, 15,HAMPSHIRE           
4081,MA,MA,25,01075, 2,1,0,4,Y, , 2, 1, 47,1600,1600,031688,031888,     0.6,    30.8,   597.856753,0,0, 15,HAMPSHIRE           
4082,MA,MA,25,01075, 2,1,0,4,Y, , 5, 1, 58,1540,1700,032388,032588,     1.6,    14.1,   641.182997,0,0, 15,HAMPSHIRE           
4083,MA,MA,25,01075, 2,0,9,0, , , 4, 1, 57,1700,1700,032288,032588,     2.0,    15.7,   559.831699,0,0, 15,HAMPSHIRE           
4084,MA,MA,25,01075, 2,1,0,4,Y, , 4, 1, 83,1000,2130,032688,032988,     0.9,    18.2,   559.831699,1,0, 15,HAMPSHIRE           
4085,MA,MA,25,01075, 2,1,0,4,Y, , 5, 1,105,1230,1320,033088,040488,     1.6,    14.0,   641.182997,0,0, 15,HAMPSHIRE           
4086,MA,MA,25,01082, 2,2,0,1,Y, , 5, 1, 39,1115,1330,032388,032588,     0.3,     0.0,   641.182997,0,0, 15,HAMPSHIRE           
4087,MA,MA,25,01082, 2,1,0,4,Y, , 4, 1, 39,1920,1930,031688,031888,     2.9,     8.5,   559.831699,0,0, 15,HAMPSHIRE           
4088,MA,MA,25,01082, 2,1,0,4,Y, , 1, 1, 98,1630,1630,032888,033088,     1.0,    28.6,   626.564595,0,0, 15,HAMPSHIRE           
4089,MA,MA,25,01082, 2,1,1,1,N, , 2, 1,101,1230,1230,033088,040488,     0.9,    83.1,   597.856753,0,0, 15,HAMPSHIRE           
4090,MA,MA,25,01082, 2,1,0,4,Y, , 3, 1,  1,1630,1630,032688,032888,     1.6,    14.2,   570.611732,0,0, 15,HAMPSHIRE           
4091,MA,MA,25,01096, 2,1,0,4,Y, , 3, 1, 35,0800,0800,031688,031888,     7.8,     4.3,   570.611732,0,0, 15,HAMPSHIRE           
4092,MA,MA,25,01096, 2,1,0,4,Y, , 5, 1,  5,2000,2000,033088,040488,     2.6,    12.1,   641.182997,0,0, 15,HAMPSHIRE           
4093,MA,MA,25,01431, 6,1,0,4,Y, , 2, 1, 94,1330,1630,033188,040488,     5.2,     6.3,   597.856753,0,0, 17,MIDDLESEX           
4094,MA,MA,25,01432, 6,1,1,3,N, , 3, 1, 62,0700,1200,032488,032688,     0.6,    27.6,   570.611732,0,0, 17,MIDDLESEX           
4095,MA,MA,25,01450, 6,0,9,0, , , 1, 1, 39,2300,2320,031788,031988,    11.4,     3.6,   626.564595,0,0, 17,MIDDLESEX           
4096,MA,MA,25,01450, 6,1,0,4,Y, , 4, 1, 44,1851,2035,032288,032488,    14.9,     3.2,   559.831699,0,0, 17,MIDDLESEX           
4097,MA,MA,25,01450, 6,1,0,4,Y, , 2, 1, 63,0715,0715,032288,032488,    29.7,     2.0,   597.856753,0,0, 17,MIDDLESEX           
4098,MA,MA,25,01450, 6,1,0,4,Y, , 4, 1, 97,2000,2000,040488,040488,     2.8,     9.9,   559.831699,0,0, 17,MIDDLESEX           
4099,MA,MA,25,01460, 6,1,0,4,Y, , 3, 1, 57,2300,2315,033088,040488,     8.1,     5.0,   570.611732,0,0, 17,MIDDLESEX           
4100,MA,MA,25,01460, 6,1,0,4,Y, , 1, 1, 85,0800,0837,032788,032988,    17.0,     2.4,   626.564595,0,0, 17,MIDDLESEX           
4101,MA,MA,25,01463, 6,1,1,7,N, , 4, 1, 42,1600,1630,031688,031888,     1.8,    16.3,   559.831699,0,0, 17,MIDDLESEX           
4102,MA,MA,25,01463, 6,1,0,1,Y, , 3, 1, 62,1400,1400,031688,031988,     0.8,    27.3,   570.611732,0,0, 17,MIDDLESEX           
4103,MA,MA,25,01463, 6,1,0,4,Y, , 2, 1, 92,1715,0850,033188,040488,     2.6,     7.8,   597.856753,0,0, 17,MIDDLESEX           
4104,MA,MA,25,01463, 6,1,0,0,Y, , 5, 1, 86,1700,1150,032488,032788,     3.3,     9.8,   641.182997,0,0, 17,MIDDLESEX           
4105,MA,MA,25,01463, 6,1,0,4,Y, , 1, 1,110,2240,2240,040488,040488,     2.2,     9.8,   626.564595,0,0, 17,MIDDLESEX           
4106,MA,MA,25,01463, 6,1,0,2,N, , 2, 1,  5,2000,2300,032588,032788,     0.8,    54.3,   597.856753,0,0, 17,MIDDLESEX           
4107,MA,MA,25,01463, 6,0,9,0, , , 5, 1, 11,1730,2155,040488,040488,     2.2,    11.1,   641.182997,0,0, 17,MIDDLESEX           
4108,MA,MA,25,01464, 6,1,0,4,Y, , 1, 1,106,0900,0900,040488,041088,    17.7,     2.8,   626.564595,0,0, 17,MIDDLESEX           
4109,MA,MA,25,01464, 6,1,0,4,Y, , 3, 1,  7,1954,2100,032388,032588,    14.6,     3.2,   570.611732,0,0, 17,MIDDLESEX           
4110,MA,MA,25,01469, 6,1,0,4,Y, , 3, 1, 24,1000,1130,031988,032188,     4.3,     5.7,   570.611732,0,0, 17,MIDDLESEX           
4111,MA,MA,25,01469, 6,1,0,4,Y, , 1, 1, 45,1200,1200,031888,032088,     1.2,    19.3,   626.564595,0,0, 17,MIDDLESEX           
4112,MA,MA,25,01469, 6,1,0,4,Y, , 2, 1, 63,1300,1300,032588,032788,     3.9,     7.9,   597.856753,0,0, 17,MIDDLESEX           
4113,MA,MA,25,01469, 6,1,0,4,Y, , 4, 1, 63,0850,1255,033088,040488,     9.1,     5.1,   559.831699,0,0, 17,MIDDLESEX           
4114,MA,MA,25,01474, 6,1,0,4,Y, , 3, 1, 97,1800,1800,032888,033088,     4.3,     8.4,   570.611732,0,0, 17,MIDDLESEX           
4115,MA,MA,25,01701, 6,1,0,4,Y, , 5, 1, 23,1730,1730,031488,031688,     0.2,     0.0,   641.182997,0,0, 17,MIDDLESEX           
4116,MA,MA,25,01701, 6,1,0,4,Y, , 2, 1, 34,1830,1900,031488,031688,     1.7,    19.5,   597.856753,1,0, 17,MIDDLESEX           
4117,MA,MA,25,01701, 6,1,0,2,Y, , 3, 1, 25,1945,1945,030388,030388,     5.3,     6.9,   570.611732,1,0, 17,MIDDLESEX           
4118,MA,MA,25,01701, 6,1,0,1,Y, , 3, 1, 38,1600,1600,031688,031888,     2.4,    17.2,   570.611732,0,0, 17,MIDDLESEX           
4119,MA,MA,25,01701, 6,1,1,2,N, , 2, 1, 31,2300,2200,032188,032388,     0.7,    30.0,   597.856753,0,0, 17,MIDDLESEX           
4120,MA,MA,25,01701, 6,1,1,3,N, , 2, 1, 43,1530,1530,032488,032688,     3.6,     9.3,   597.856753,0,0, 17,MIDDLESEX           
4121,MA,MA,25,01701, 6,1,0,4,Y, , 4, 1, 50,1946,0606,032188,032488,     0.8,    54.1,   559.831699,0,0, 17,MIDDLESEX           
4122,MA,MA,25,01701, 6,1,1,1,N, , 3, 1, 50,1000,1000,040488,040488,     2.1,    10.0,   570.611732,0,0, 17,MIDDLESEX           
4123,MA,MA,25,01701, 6,1,0,7,Y, , 2, 1, 67,2130,0630,032788,040488,     8.8,     3.7,   597.856753,0,0, 17,MIDDLESEX           
4124,MA,MA,25,01701, 6,1,0,0, , , 4, 1, 61,0700,0900,032488,032688,     3.4,    19.8,   559.831699,0,0, 17,MIDDLESEX           
4125,MA,MA,25,01701, 6,1,0,4,Y, , 5, 1, 98,0615,0615,032988,033188,    18.5,     2.8,   641.182997,0,0, 17,MIDDLESEX           
4126,MA,MA,25,01701, 6,1,1,1,N, , 1, 1, 50,2230,1530,041488,041888,    21.0,     2.1,   626.564595,0,0, 17,MIDDLESEX           
4127,MA,MA,25,01701, 6,1,0,4,Y, , 3, 1, 42,2200,2200,032988,033188,     3.2,    10.3,   570.611732,0,0, 17,MIDDLESEX           
4128,MA,MA,25,01701, 6,1,0,5,Y, , 5, 1,106,1830,2030,040488,040488,     1.0,    19.8,   641.182997,0,0, 17,MIDDLESEX           
4129,MA,MA,25,01701, 6,1,1,3,N, , 3, 1,103,1800,1800,032988,033188,     1.2,    20.6,   570.611732,0,0, 17,MIDDLESEX           
4130,MA,MA,25,01701, 6,1,1,2,N, , 1, 1,  6,1030,1315,041488,041688,     2.5,    12.9,   626.564595,0,0, 17,MIDDLESEX           
4131,MA,MA,25,01701, 6,1,1,2,N, , 3, 1,110,0930,1300,040488,041188,     0.9,    44.5,   570.611732,0,0, 17,MIDDLESEX           
4132,MA,MA,25,01701, 6,1,0,4,Y, , 4, 1,  6,1900,2130,040488,041088,     4.9,     6.6,   559.831699,0,0, 17,MIDDLESEX           
4133,MA,MA,25,01701, 6,1,0,4,Y, , 4, 1,109,2000,1945,041088,041288,     1.3,    14.1,   559.831699,0,0, 17,MIDDLESEX           
4134,MA,MA,25,01701, 6,1,1,7,N, , 5, 1,  4,0810,0810,033188,040488,     1.9,    16.1,   641.182997,0,0, 17,MIDDLESEX           
4135,MA,MA,25,01701, 6,1,0,0,Y, , 3, 1,  2,1400,1415,040488,040488,     3.3,     9.0,   570.611732,0,0, 17,MIDDLESEX           
4136,MA,MA,25,01719, 6,1,0,4,Y, , 3, 1, 86,1815,1815,032788,032988,     1.2,    28.0,   570.611732,0,0, 17,MIDDLESEX           
4137,MA,MA,25,01720, 6,0,9,0, , , 3, 1, 41,1843,1843,031988,032188,     0.3,     0.0,   570.611732,0,0, 17,MIDDLESEX           
4138,MA,MA,25,01720, 6,1,0,4,Y, , 5, 1, 44,1900,1900,031588,031788,     1.9,    23.0,   641.182997,0,0, 17,MIDDLESEX           
4139,MA,MA,25,01720, 6,1,0,0,Y, , 4, 1, 54,1300,1330,031788,031988,     0.5,     0.0,   559.831699,0,0, 17,MIDDLESEX           
4140,MA,MA,25,01720, 6,1,0,4,Y, , 2, 1, 52,2200,2200,032188,032388,     4.9,     7.0,   597.856753,0,0, 17,MIDDLESEX           
4141,MA,MA,25,01720, 6,1,0,4,Y, , 5, 1, 52,2015,2130,032588,032788,     1.3,    18.0,   641.182997,0,0, 17,MIDDLESEX           
4142,MA,MA,25,01720, 6,1,0,4,Y, , 3, 1, 77,2000,2355,032388,032588,     1.1,    58.8,   570.611732,0,0, 17,MIDDLESEX           
4143,MA,MA,25,01720, 6,0,9,0,0, , 3, 1, 32,1500,1530,032688,032888,     1.8,    49.5,   570.611732,0,0, 17,MIDDLESEX           
4144,MA,MA,25,01720, 6,1,0,4,Y, , 4, 1, 87,2000,2150,032688,032888,     1.8,    12.2,   559.831699,0,0, 17,MIDDLESEX           
4145,MA,MA,25,01720, 6,1,0,4,Y, , 4, 1,  3,2030,2030,033088,040488,     2.5,    10.9,   559.831699,0,0, 17,MIDDLESEX           
4146,MA,MA,25,01720, 6,0,9,0, , , 1, 1,  6,1750,1750,033188,040488,     2.0,    12.6,   626.564595,0,0, 17,MIDDLESEX           
4147,MA,MA,25,01721, 6,1,0,4,Y, , 1, 1, 29,1700,1700,030388,031088,     2.2,    23.2,   626.564595,0,0, 17,MIDDLESEX           
4148,MA,MA,25,01721, 6,2,0,4,Y, , 5, 1, 63,1400,1400,031688,031888,     2.4,    18.0,   641.182997,0,0, 17,MIDDLESEX           
4149,MA,MA,25,01721, 6,1,0,4,Y, , 4, 1, 74,1300,1300,032388,032588,     4.4,     6.7,   559.831699,0,0, 17,MIDDLESEX           
4150,MA,MA,25,01721, 6,1,0,4,Y, , 1, 1, 44,1635,1900,040488,040488,     3.4,     7.3,   626.564595,0,0, 17,MIDDLESEX           
4151,MA,MA,25,01730, 6,1,0,4,Y, , 5, 1, 38,1800,1800,031388,031588,     2.9,     7.4,   641.182997,0,0, 17,MIDDLESEX           
4152,MA,MA,25,01730, 6,1,0,4,Y, , 4, 1, 41,2100,2100,031488,031688,     5.6,     6.7,   559.831699,0,0, 17,MIDDLESEX           
4153,MA,MA,25,01730, 6,1,0,4,Y, , 5, 1, 56,2030,1935,040488,040488,     2.4,    15.2,   641.182997,0,0, 17,MIDDLESEX           
4154,MA,MA,25,01730, 6,1,0,4,Y, , 3, 1,102,1900,1900,032788,032988,     0.5,     0.0,   570.611732,0,0, 17,MIDDLESEX           
4155,MA,MA,25,01730, 6,1,0,4,Y, , 5, 1,  1,1930,1947,032388,032588,     1.6,    13.7,   641.182997,0,0, 17,MIDDLESEX           
4156,MA,MA,25,01741, 6,1,0,4,Y, , 1, 1, 41,0915,2020,031988,032188,     6.9,     4.0,   626.564595,0,0, 17,MIDDLESEX           
4157,MA,MA,25,01741, 6,1,0,4,Y, , 4, 1, 47,2015,2020,031888,032088,     3.4,     9.5,   559.831699,0,0, 17,MIDDLESEX           
4158,MA,MA,25,01741, 6,1,1,7,N, , 3, 1, 66,1400,2150,032688,032888,     7.2,     6.9,   570.611732,0,0, 17,MIDDLESEX           
4159,MA,MA,25,01741, 6,1,1,2,N, , 5, 1,109,2020,2020,040488,040488,     5.0,     5.5,   641.182997,0,0, 17,MIDDLESEX           
4160,MA,MA,25,01742, 6,1,0,4,Y, , 5, 1, 60,2200,2200,031788,031988,     3.8,     7.2,   641.182997,0,0, 17,MIDDLESEX           
4161,MA,MA,25,01742, 6,1,0,4,Y, , 1, 1, 68,1400,1500,040488,040488,     2.4,     7.5,   626.564595,0,0, 17,MIDDLESEX           
4162,MA,MA,25,01742, 6,1,0,7,Y, , 5, 1, 99,0930,0930,032688,032888,     8.6,     3.7,   641.182997,0,0, 17,MIDDLESEX           
4163,MA,MA,25,01742, 6,1,0,4,Y, , 3, 1, 95,2025,2025,040488,040488,     2.0,    12.3,   570.611732,0,0, 17,MIDDLESEX           
4164,MA,MA,25,01742, 6,1,0,4,Y, , 2, 1,103,1115,1115,040488,040488,     3.6,     6.5,   597.856753,0,0, 17,MIDDLESEX           
4165,MA,MA,25,01742, 6,1,0,4,Y, , 3, 1,105,2133,1700,033088,040488,     1.2,    18.7,   570.611732,0,0, 17,MIDDLESEX           
4166,MA,MA,25,01742, 6,1,0,4,Y, , 4, 1,  4,0925,1055,032688,032888,     4.0,     6.2,   559.831699,0,0, 17,MIDDLESEX           
4167,MA,MA,25,01742, 6,1,0,2,Y, , 3, 1,  1,1000,1000,032988,033188,     3.6,     8.7,   570.611732,0,0, 17,MIDDLESEX           
4168,MA,MA,25,01746, 6,1,0,2,Y, , 1, 1, 35,2000,2000,030388,030388,     1.7,    12.4,   626.564595,1,0, 17,MIDDLESEX           
4169,MA,MA,25,01746, 6,1,0,7,Y, , 3, 1, 42,0615,1200,031788,031988,     3.4,     9.6,   570.611732,0,0, 17,MIDDLESEX           
4170,MA,MA,25,01746, 6,1,0,4,Y, , 4, 1, 52,1000,2200,032188,032388,     1.5,    17.1,   559.831699,0,0, 17,MIDDLESEX           
4171,MA,MA,25,01746, 6,1,0,4,Y, , 4, 1, 78,1930,1930,032388,032588,     2.4,    13.0,   559.831699,0,0, 17,MIDDLESEX           
4172,MA,MA,25,01746, 6,1,0,4,Y, , 2, 1, 95,0930,0930,032688,032888,     0.1,     0.0,   597.856753,0,0, 17,MIDDLESEX           
4173,MA,MA,25,01746, 6,1,0,4,Y, , 5, 1,100,0930,1430,032488,032788,     2.7,    10.2,   641.182997,0,0, 17,MIDDLESEX           
4174,MA,MA,25,01748, 6,1,0,2,Y, , 4, 1, 54,2305,2320,032888,033088,     1.2,    23.3,   559.831699,0,0, 17,MIDDLESEX           
4175,MA,MA,25,01748, 6,0,9,5,Y, , 1, 1, 52,1130,1130,032688,032888,     8.8,     3.5,   626.564595,0,0, 17,MIDDLESEX           
4176,MA,MA,25,01748, 6,1,0,4,Y, , 2, 1, 74,0640,0642,032788,032988,     3.0,     8.9,   597.856753,0,0, 17,MIDDLESEX           
4177,MA,MA,25,01748, 6,1,0,4,Y, , 2, 1,  3,1600,1600,032488,032688,     3.6,    10.2,   597.856753,0,0, 17,MIDDLESEX           
4178,MA,MA,25,01749, 6,1,0,4,Y, , 4, 1, 24,1930,2250,031888,032088,     2.0,    12.0,   559.831699,0,0, 17,MIDDLESEX           
4179,MA,MA,25,01752, 6,1,0,4,Y, , 1, 1, 49,1030,1951,031988,032288,     4.8,     7.3,   626.564595,0,0, 17,MIDDLESEX           
4180,MA,MA,25,01752, 6,2,0,4,Y, , 1, 1, 51,2000,1735,031888,032188,     0.9,    19.1,   626.564595,0,0, 17,MIDDLESEX           
4181,MA,MA,25,01752, 6,1,0,4,Y, , 3, 1, 56,0845,0855,032388,032588,     1.4,    15.9,   570.611732,2,0, 17,MIDDLESEX           
4182,MA,MA,25,01752, 6,5,1,1,Y, , 2, 1, 62,0615,0615,032288,032488,     4.6,     8.0,   597.856753,0,0, 17,MIDDLESEX           
4183,MA,MA,25,01752, 6,1,0,4,Y, , 5, 1, 70,1845,1845,032088,032288,     1.6,    12.0,   641.182997,0,0, 17,MIDDLESEX           
4184,MA,MA,25,01752, 6,2,0,4,Y, , 2, 1, 34,1430,1500,032188,032388,     4.8,    12.1,   597.856753,0,0, 17,MIDDLESEX           
4185,MA,MA,25,01752, 6,1,0,4,Y, , 1, 1, 57,1600,1800,032888,033088,     1.7,    25.6,   626.564595,0,0, 17,MIDDLESEX           
4186,MA,MA,25,01752, 6,1,0,2,Y, , 5, 1, 87,1200,1215,040488,040488,     0.5,    38.0,   641.182997,0,0, 17,MIDDLESEX           
4187,MA,MA,25,01752, 6,1,0,4,Y, , 2, 1,110,1700,1700,032988,033188,     1.6,    15.5,   597.856753,0,0, 17,MIDDLESEX           
4188,MA,MA,25,01752, 6,1,0,4,Y, , 4, 1, 92,0900,0900,042088,042288,    57.5,     1.3,   559.831699,0,0, 17,MIDDLESEX           
4189,MA,MA,25,01754, 6,1,0,2,Y, , 5, 1, 67,0700,0700,041188,041388,     0.4,     0.0,   641.182997,0,0, 17,MIDDLESEX           
4190,MA,MA,25,01754, 6,1,0,4,Y, , 1, 1, 81,1400,1300,040488,041188,     1.8,    21.0,   626.564595,0,0, 17,MIDDLESEX           
4191,MA,MA,25,01754, 6,1,0,4,Y, , 4, 1, 84,0908,1335,032988,033188,     7.6,     5.0,   559.831699,0,0, 17,MIDDLESEX           
4192,MA,MA,25,01754, 6,1,1,7,N, , 2, 1, 73,1700,1700,032488,032688,     0.8,    68.8,   597.856753,0,0, 17,MIDDLESEX           
4193,MA,MA,25,01760, 6,1,0,4,Y, , 4, 1, 26,0910,0913,031488,031688,     1.2,    21.1,   559.831699,0,0, 17,MIDDLESEX           
4194,MA,MA,25,01760, 6,1,0,2,Y, , 2, 1, 42,1830,1830,031888,032088,     0.8,    32.5,   597.856753,0,0, 17,MIDDLESEX           
4195,MA,MA,25,01760, 6,1,0,4,Y, , 4, 1, 46,0950,0950,031988,032188,     2.3,    10.4,   559.831699,0,0, 17,MIDDLESEX           
4196,MA,MA,25,01760, 6,1,0,0,Y, , 5, 1, 58,1530,1530,032288,032488,     1.0,    24.3,   641.182997,0,0, 17,MIDDLESEX           
4197,MA,MA,25,01760, 6,1,1,2,N, , 5, 1, 42,1530,1740,040488,040488,     0.3,     0.0,   641.182997,0,0, 17,MIDDLESEX           
4198,MA,MA,25,01760, 6,1,0,0,Y, , 5, 1, 78,0700,1030,040488,041088,     1.1,    19.5,   641.182997,0,0, 17,MIDDLESEX           
4199,MA,MA,25,01760, 6,1,0,4,Y, , 5, 1, 92,1600,1727,032888,033088,     1.0,    28.0,   641.182997,0,0, 17,MIDDLESEX           
4200,MA,MA,25,01760, 6,1,0,4,Y, , 5, 1, 97,1448,1438,032888,033088,     0.9,    20.7,   641.182997,0,0, 17,MIDDLESEX           
4201,MA,MA,25,01760, 6,1,0,4,Y, , 3, 1,  3,1600,1630,033088,040488,     0.8,    22.6,   570.611732,0,0, 17,MIDDLESEX           
4202,MA,MA,25,01770, 6,1,1,3,N, , 3, 1, 75,0630,0630,040488,040488,     0.9,    25.6,   570.611732,0,0, 17,MIDDLESEX           
4203,MA,MA,25,01770, 6,1,0,4,Y, , 1, 1, 74,1230,1236,032388,032588,     2.3,    14.3,   626.564595,0,0, 17,MIDDLESEX           
4204,MA,MA,25,01773, 6,1,0,5,Y, , 5, 1, 34,1740,1810,031588,031788,     4.4,     6.4,   641.182997,0,0, 17,MIDDLESEX           
4205,MA,MA,25,01773, 6,1,0,4,Y, , 1, 1, 48,1605,1630,032088,032288,     5.9,     4.8,   626.564595,0,0, 17,MIDDLESEX           
4206,MA,MA,25,01773, 6,1,0,4,Y, , 3, 1, 76,1530,1636,040488,040488,     6.0,    21.6,   570.611732,0,0, 17,MIDDLESEX           
4207,MA,MA,25,01773, 6,1,0,7,Y, , 4, 1, 76,1830,0940,032488,032788,    44.4,     6.1,   559.831699,0,0, 17,MIDDLESEX           
4208,MA,MA,25,01773, 6,1,0,0, , , 2, 1, 84,0740,0732,032688,032888,     1.9,    10.7,   597.856753,0,0, 17,MIDDLESEX           
4209,MA,MA,25,01775, 6,1,1,1,N, , 5, 1, 49,0900,0915,032188,032388,     1.4,    11.8,   641.182997,0,0, 17,MIDDLESEX           
4210,MA,MA,25,01775, 6,1,0,4,Y, , 3, 1, 69,1545,2010,031988,032188,     3.5,     6.3,   570.611732,0,0, 17,MIDDLESEX           
4211,MA,MA,25,01775, 6,1,0,4,Y, , 4, 1, 62,1220,1220,033088,040488,     6.8,     4.9,   559.831699,0,0, 17,MIDDLESEX           
4212,MA,MA,25,01775, 6,1,0,4,Y, , 2, 1, 72,1840,1945,032388,032588,     9.2,     4.8,   597.856753,0,0, 17,MIDDLESEX           
4213,MA,MA,25,01775, 6,1,0,4,Y, , 5, 1, 73,2300,2300,032588,032788,     5.9,     5.7,   641.182997,0,0, 17,MIDDLESEX           
4214,MA,MA,25,01775, 6,1,0,4,Y, , 4, 1, 82,1015,1000,032688,032888,     1.5,    27.4,   559.831699,0,0, 17,MIDDLESEX           
4215,MA,MA,25,01776, 6,1,0,0, , , 1, 1, 33,1500,1500,031488,031688,     1.6,    18.2,   626.564595,0,0, 17,MIDDLESEX           
4216,MA,MA,25,01776, 6,1,0,4,Y, , 3, 1, 35,1540,1030,032388,032688,    55.1,     1.5,   570.611732,0,0, 17,MIDDLESEX           
4217,MA,MA,25,01776, 6,1,0,4,Y, , 4, 1, 45,1230,1230,031788,031988,     0.8,    26.2,   559.831699,0,0, 17,MIDDLESEX           
4218,MA,MA,25,01776, 6,1,0,4,Y, , 4, 1, 65,1300,1300,031988,032188,     2.4,    16.2,   559.831699,0,0, 17,MIDDLESEX           
4219,MA,MA,25,01776, 6,1,0,4,Y, , 1, 1, 73,0700,1500,032388,032588,    14.1,     6.4,   626.564595,0,0, 17,MIDDLESEX           
4220,MA,MA,25,01776, 6,1,0,7,Y, , 5, 1, 45,1900,1900,032188,032388,     2.1,    12.2,   641.182997,0,0, 17,MIDDLESEX           
4221,MA,MA,25,01776, 6,1,0,4,Y, , 1, 1, 65,2200,2100,032288,032588,     6.6,     6.5,   626.564595,0,0, 17,MIDDLESEX           
4222,MA,MA,25,01776, 6,0,9,0, , , 2, 1, 79,1000,0920,032688,032888,     2.4,    20.2,   597.856753,0,0, 17,MIDDLESEX           
4223,MA,MA,25,01776, 6,1,0,4,Y, , 3, 1,100,0630,0630,040488,040488,     1.9,    11.1,   570.611732,0,0, 17,MIDDLESEX           
4224,MA,MA,25,01778, 6,1,0,2,Y, , 1, 1, 23,1000,1000,032288,032488,     3.0,     9.7,   626.564595,0,0, 17,MIDDLESEX           
4225,MA,MA,25,01778, 6,1,0,7,Y, , 4, 1, 40,2130,2140,032288,032488,     1.2,    31.3,   559.831699,0,0, 17,MIDDLESEX           
4226,MA,MA,25,01778, 6,1,0,4,Y, , 5, 1, 81,1430,1430,032388,032588,     3.4,     8.4,   641.182997,0,0, 17,MIDDLESEX           
4227,MA,MA,25,01778, 6,1,0,4,Y, , 5, 1, 71,2000,2000,040488,040488,     3.0,    11.1,   641.182997,0,0, 17,MIDDLESEX           
4228,MA,MA,25,01778, 6,5,0,4,Y, , 2, 1, 85,1900,2000,032888,033088,     6.2,     6.4,   597.856753,0,0, 17,MIDDLESEX           
4229,MA,MA,25,01801, 6,1,0,4,Y, , 2, 1, 33,2120,0820,031688,031988,    15.2,     2.7,   597.856753,0,0, 17,MIDDLESEX           
4230,MA,MA,25,01801, 6,1,0,4,Y, , 4, 1, 39,1830,1935,031688,031888,     3.1,    21.8,   559.831699,0,0, 17,MIDDLESEX           
